cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
59625307,"Methyl (3R,5S)-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylate",CHEMBL3986466|SCHEMBL12990727|BDBM50195786,463.600,C24H41N5O4,106.000,625.000,NULL,33,2,8,12,NRMWBVITDRMGMC-MSOLQXFVSA-N,"methyl (3R,5S)-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylate",NULL,99346,5,"1320813,1320814",20120820,10.1021/acsmedchemlett.6b00251
67762721,"1-[1-[1-(Pyrimidine-5-carbonyl)piperidin-4-yl]piperidin-4-yl]-3,4,4a,5-tetrahydroquinazolin-2-one",SCHEMBL9058671,422.500,C23H30N6O2,81.700,730.000,NULL,31,1,5,3,DSFSZKFNWZWIAM-UHFFFAOYSA-N,"1-[1-[1-(pyrimidine-5-carbonyl)piperidin-4-yl]piperidin-4-yl]-3,4,4a,5-tetrahydroquinazolin-2-one",NULL,1040,2,NULL,20121130,NULL
67972046,1-[(3R)-1-(6-Amino-5-fluoropyrimidin-4-yl)piperidin-3-yl]-3-(cyclohexylmethylamino)piperidin-2-one,SCHEMBL9933374,404.500,C21H33FN6O,87.400,545.000,NULL,29,2,7,5,RSERRLCIDMKOEC-TZHYSIJRSA-N,1-[(3R)-1-(6-amino-5-fluoropyrimidin-4-yl)piperidin-3-yl]-3-(cyclohexylmethylamino)piperidin-2-one,NULL,1040,2,NULL,20121130,NULL
68102146,"1-[3-[[[2-(5-Chloro-5,6-dihydro-1H-pyrrolo[2,3-b]pyridin-3-yl)-5-fluoropyrimidin-4-yl]amino]methyl]morpholin-4-yl]-2,2-dimethylpropan-1-one",SCHEMBL10304458,448.900,C21H26ClFN6O2,91.700,795.000,NULL,31,2,7,5,IKQDGQPEDPNXNG-UHFFFAOYSA-N,"1-[3-[[[2-(5-chloro-5,6-dihydro-1H-pyrrolo[2,3-b]pyridin-3-yl)-5-fluoropyrimidin-4-yl]amino]methyl]morpholin-4-yl]-2,2-dimethylpropan-1-one",NULL,1040,2,NULL,20121130,NULL
68102209,"1-[3-[[[2-(5-Chloro-5,6-dihydro-1H-pyrrolo[2,3-b]pyridin-3-yl)-5-fluoropyrimidin-4-yl]amino]methyl]morpholin-4-yl]-2-methylpropan-1-one",SCHEMBL10304545,434.900,C20H24ClFN6O2,91.700,758.000,NULL,30,2,7,5,YTCNCNHUXPRAMF-UHFFFAOYSA-N,"1-[3-[[[2-(5-chloro-5,6-dihydro-1H-pyrrolo[2,3-b]pyridin-3-yl)-5-fluoropyrimidin-4-yl]amino]methyl]morpholin-4-yl]-2-methylpropan-1-one",NULL,1040,2,NULL,20121130,NULL
68338234,"N-[2-[Methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[5,4-c][1,5]benzodiazepin-8-yl]cyclopentanecarboxamide",SCHEMBL12649462,451.600,C24H33N7O2,103.000,801.000,NULL,33,3,7,4,QHSMJFZKOBJWTP-UHFFFAOYSA-N,"N-[2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[5,4-c][1,5]benzodiazepin-8-yl]cyclopentanecarboxamide",NULL,1040,2,NULL,20121130,NULL
68338235,"N-[2-[Methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[4,5-b][1,5]benzodiazepin-8-yl]pyrrolidine-1-carboxamide",SCHEMBL12649463,452.600,C23H32N8O2,106.000,802.000,NULL,33,3,7,3,DFWPARJYXPLBNZ-UHFFFAOYSA-N,"N-[2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[4,5-b][1,5]benzodiazepin-8-yl]pyrrolidine-1-carboxamide",NULL,1040,2,NULL,20121130,NULL
68338237,"N-Cyclohexyl-2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[5,4-c][1,5]benzodiazepine-8-carboxamide",SCHEMBL12649465,465.600,C25H35N7O2,103.000,816.000,NULL,34,3,7,4,PDNWPUCMBKPJGX-UHFFFAOYSA-N,"N-cyclohexyl-2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[5,4-c][1,5]benzodiazepine-8-carboxamide",NULL,1040,2,NULL,20121130,NULL
68338280,"1-Cyclohexyl-3-[2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[4,5-b][1,5]benzodiazepin-9-yl]urea",SCHEMBL12649559,480.600,C25H36N8O2,115.000,833.000,NULL,35,4,7,4,FNCUPHCLULXGRI-UHFFFAOYSA-N,"1-cyclohexyl-3-[2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[4,5-b][1,5]benzodiazepin-9-yl]urea",NULL,1040,2,NULL,20121130,NULL
68338281,"N-[2-[Methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[4,5-b][1,5]benzodiazepin-9-yl]pyrrolidine-1-carboxamide",SCHEMBL12649560,452.600,C23H32N8O2,106.000,802.000,NULL,33,3,7,3,FBXCRLIHBLNFOI-UHFFFAOYSA-N,"N-[2-[methyl-(1-methylpiperidin-4-yl)amino]-5-oxo-6,6a,10a,11-tetrahydropyrimido[4,5-b][1,5]benzodiazepin-9-yl]pyrrolidine-1-carboxamide",NULL,1040,2,NULL,20121130,NULL
68430849,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)-6-methylpyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(morpholine-4-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2892568,576.700,C29H48N6O6,137.000,876.000,NULL,41,2,9,11,UAVCQACELYBWDC-YADHBBJMSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)-6-methylpyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(morpholine-4-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431088,"[4-(Cyclopropylmethylamino)-2-propan-2-ylpyrimidin-5-yl]-(2-ethylpiperidin-1-yl)methanone;2,2,2-trifluoroacetic acid",SCHEMBL2893332,444.500,C21H31F3N4O3,95.400,507.000,NULL,31,2,9,6,XUVVYLCLPIEZSM-UHFFFAOYSA-N,"[4-(cyclopropylmethylamino)-2-propan-2-ylpyrimidin-5-yl]-(2-ethylpiperidin-1-yl)methanone;2,2,2-trifluoroacetic acid",NULL,1040,2,NULL,20121130,NULL
68431292,"(3R,5S)-5-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylic acid;dihydrochloride","SCHEMBL2894132|JEKSGDOQFXLXOV-LWPKXAGOSA-N|(3R,5S)-5-[({2-tert-butyl-4-[(3-methoxypropyl)amino]pyrimidin-5-yl}carbonyl)(2-methylpropyl)amino]piperidine-3-carboxylic acid dihydrochloride",522.500,C23H41Cl2N5O4,117.000,610.000,NULL,34,5,8,11,JEKSGDOQFXLXOV-LWPKXAGOSA-N,"(3R,5S)-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylic acid;dihydrochloride",NULL,1040,2,NULL,20121130,NULL
68431293,"2-Tert-butyl-4-(3-methoxypropylamino)-N-(2-methylpropyl)-N-[(3S,5R)-5-(morpholine-4-carbonyl)piperidin-3-yl]pyrimidine-5-carboxamide;dihydrochloride","SCHEMBL2894138|MXODCQUOPFFUBB-KMDCRFISSA-N|2-tert-butyl-4-[(3-methoxypropyl)amino]-N-(2-methylpropyl)-N-[(3S,5R)-5-(morpholin-4-ylcarbonyl)piperidin-3-yl]pyrimidine-5-carboxamide dihydrochloride",591.600,C27H48Cl2N6O4,109.000,724.000,NULL,39,4,8,11,MXODCQUOPFFUBB-KMDCRFISSA-N,"2-tert-butyl-4-(3-methoxypropylamino)-N-(2-methylpropyl)-N-[(3S,5R)-5-(morpholine-4-carbonyl)piperidin-3-yl]pyrimidine-5-carboxamide;dihydrochloride",NULL,1040,2,NULL,20121130,NULL
68431296,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-[(2R)-2-(methoxymethyl)pyrrolidine-1-carbonyl]piperidine-1-carboxylic acid",SCHEMBL2894144,590.800,C30H50N6O6,137.000,898.000,NULL,42,2,9,13,YUCBJKMMZLFFFR-ZLNRFVROSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-[(2R)-2-(methoxymethyl)pyrrolidine-1-carbonyl]piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431316,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(ethylcarbamoylamino)piperidine-1-carboxylic acid",SCHEMBL2894219,551.700,C26H45N7O4S,165.000,779.000,NULL,38,4,8,12,VIDIXHIFHBOQNL-MOPGFXCFSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(ethylcarbamoylamino)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431330,"2-Tert-butyl-N-[(3S,5R)-5-(4-fluoropiperidine-1-carbonyl)piperidin-3-yl]-4-(3-methoxypropylamino)-N-(2-methylpropyl)pyrimidine-5-carboxamide;dihydrochloride",SCHEMBL2894291,607.600,C28H49Cl2FN6O3,99.700,755.000,NULL,40,4,8,11,VCKBLTFYUASDQO-JAKCROMZSA-N,"2-tert-butyl-N-[(3S,5R)-5-(4-fluoropiperidine-1-carbonyl)piperidin-3-yl]-4-(3-methoxypropylamino)-N-(2-methylpropyl)pyrimidine-5-carboxamide;dihydrochloride",NULL,1040,2,NULL,20121130,NULL
68431337,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(1,4-dioxa-8-azaspiro[4.5]decane-8-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2894312,618.800,C31H50N6O7,147.000,975.000,NULL,44,2,10,11,DKAAYJSSLDKPOX-PKTZIBPZSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(1,4-dioxa-8-azaspiro[4.5]decane-8-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431342,"(3R,5S)-3-Amino-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1-carboxylic acid",SCHEMBL2894317,464.600,C23H40N6O4,134.000,641.000,NULL,33,3,8,10,MTDJDOFIORJWHP-SJORKVTESA-N,"(3R,5S)-3-amino-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431348,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4-hydroxy-4-methylpiperidine-1-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2894332,590.800,C30H50N6O6,148.000,919.000,NULL,42,3,9,11,YGDMWCFTPNFWLP-YADHBBJMSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4-hydroxy-4-methylpiperidine-1-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431351,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4-methoxypiperidine-1-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2894340,590.800,C30H50N6O6,137.000,890.000,NULL,42,2,9,12,VPFMUVDWJQVTCQ-YADHBBJMSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4-methoxypiperidine-1-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431359,5-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-1-[(2-methylpropan-2-yl)oxycarbonyl]piperidine-3-carboxylic acid,SCHEMBL2894367,549.700,C28H47N5O6,134.000,824.000,NULL,39,2,9,13,AVXWTECJNZFCOO-UHFFFAOYSA-N,5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-1-[(2-methylpropan-2-yl)oxycarbonyl]piperidine-3-carboxylic acid,NULL,1040,2,NULL,20121130,NULL
68431360,"2-Tert-butyl-N-(2-methylpropyl)-4-(3-methylsulfanylpropylamino)-N-[(3S,5R)-5-(2-oxoimidazolidin-1-yl)piperidin-3-yl]pyrimidine-5-carboxamide;dihydrochloride",SCHEMBL2894369,578.600,C25H45Cl2N7O2S,128.000,702.000,NULL,37,5,7,11,BQKLFVQEDNGZQL-QNCHGCKQSA-N,"2-tert-butyl-N-(2-methylpropyl)-4-(3-methylsulfanylpropylamino)-N-[(3S,5R)-5-(2-oxoimidazolidin-1-yl)piperidin-3-yl]pyrimidine-5-carboxamide;dihydrochloride",NULL,1040,2,NULL,20121130,NULL
68431406,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(morpholine-4-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2894487,578.800,C28H46N6O5S,154.000,850.000,NULL,40,2,9,11,DMIIFHYJWQGTDK-RTWAWAEBSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(morpholine-4-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431441,"(3R,5S)-5-[[2-Tert-butyl-4-[(2-hydroxy-3-methoxypropyl)amino]pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1,3-dicarboxylic acid",SCHEMBL2894598,509.600,C24H39N5O7,165.000,760.000,NULL,36,4,10,11,AJMKOPJJYSMJGA-GARXDOFDSA-N,"(3R,5S)-5-[[2-tert-butyl-4-[(2-hydroxy-3-methoxypropyl)amino]pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1,3-dicarboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431442,"(3R,5S)-3-Acetyl-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1-carboxylic acid",SCHEMBL2894599,491.600,C25H41N5O5,125.000,726.000,NULL,35,2,8,11,WWPLKGHNZAOXNF-MOPGFXCFSA-N,"(3R,5S)-3-acetyl-5-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431503,"N-[(3S,5R)-5-(4-Acetylpiperazine-1-carbonyl)piperidin-3-yl]-2-tert-butyl-4-(3-methoxypropylamino)-N-(2-methylpropyl)pyrimidine-5-carboxamide;dihydrochloride",SCHEMBL2894731,632.700,C29H51Cl2N7O4,120.000,841.000,NULL,42,4,8,11,HCZZTWRHPAXBES-NREMKMRBSA-N,"N-[(3S,5R)-5-(4-acetylpiperazine-1-carbonyl)piperidin-3-yl]-2-tert-butyl-4-(3-methoxypropylamino)-N-(2-methylpropyl)pyrimidine-5-carboxamide;dihydrochloride",NULL,1040,2,NULL,20121130,NULL
68431553,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-[4-(1,3-thiazol-2-yl)piperazine-1-carbonyl]piperidine-1-carboxylic acid",SCHEMBL2894871,644.800,C31H48N8O5S,173.000,992.000,NULL,45,2,11,12,BOVRPKRCQLMTHE-PKTZIBPZSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-[4-(1,3-thiazol-2-yl)piperazine-1-carbonyl]piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431561,"(3R,5S)-5-[[2-Tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylic acid;dihydrochloride",SCHEMBL2894899,538.600,C23H41Cl2N5O3S,133.000,613.000,NULL,34,5,8,11,JRMYDHGARVXGEZ-LWPKXAGOSA-N,"(3R,5S)-5-[[2-tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylic acid;dihydrochloride",NULL,1040,2,NULL,20121130,NULL
68431562,"(3R,5S)-5-[[2-Tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylic acid",SCHEMBL2902132,465.700,C23H39N5O3S,133.000,613.000,NULL,32,3,8,11,YCXGWWBEGGKAIF-SJORKVTESA-N,"(3R,5S)-5-[[2-tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-3-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431945,"(3R,5S)-5-[[2-Tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1,3-dicarboxylic acid",SCHEMBL2896219,509.700,C24H39N5O5S,161.000,732.000,NULL,35,3,9,11,XVBNYZNLQIDJPW-SJORKVTESA-N,"(3R,5S)-5-[[2-tert-butyl-4-(3-methylsulfanylpropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]piperidine-1,3-dicarboxylic acid",NULL,1040,2,NULL,20121130,NULL
68431951,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4,4-difluoropiperidine-1-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2896242,596.700,C29H46F2N6O5,128.000,923.000,NULL,42,2,10,11,IECYGDJPVBPPIK-RTWAWAEBSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4,4-difluoropiperidine-1-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68432169,"(3S,5R)-3-[[4-(Benzylamino)-2-tert-butylpyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(morpholine-4-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2896899,580.700,C31H44N6O5,128.000,914.000,NULL,42,2,8,9,GQLGUYLWBQBUOZ-RPWUZVMVSA-N,"(3S,5R)-3-[[4-(benzylamino)-2-tert-butylpyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(morpholine-4-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68432175,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4-fluoropiperidine-1-carbonyl)piperidine-1-carboxylic acid",SCHEMBL2896914,578.700,C29H47FN6O5,128.000,878.000,NULL,41,2,9,11,XFYWKAZAYQSAAG-IRLDBZIGSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-(4-fluoropiperidine-1-carbonyl)piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
68432254,"(3S,5R)-3-[[2-Tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-[4-(dimethylsulfamoyl)piperazine-1-carbonyl]piperidine-1-carboxylic acid",SCHEMBL2897082,668.900,C30H52N8O7S,177.000,1140.000,NULL,46,2,12,13,ZOPGPIAWKLDEEJ-PKTZIBPZSA-N,"(3S,5R)-3-[[2-tert-butyl-4-(3-methoxypropylamino)pyrimidine-5-carbonyl]-(2-methylpropyl)amino]-5-[4-(dimethylsulfamoyl)piperazine-1-carbonyl]piperidine-1-carboxylic acid",NULL,1040,2,NULL,20121130,NULL
